AgeCat Cor Gen Rep Ref sc
cak5 0.822075632639 42 2 10K 2
k3 0.603492277413 42 2 10K 2
k5 0.694311587726 42 2 10K 2
potomciNP0 0.588145890221 42 2 10K 2
telF1 0.440388412998 42 2 10K 2
vhlevljeni1 0.0671622518347 42 2 10K 2
cak5 0.976404427348 43 2 10K 2
k3 0.616514412082 43 2 10K 2
k5 0.636177167774 43 2 10K 2
potomciNP0 0.490594300807 43 2 10K 2
telF1 0.448364381349 43 2 10K 2
vhlevljeni1 0.471603746336 43 2 10K 2
cak5 0.939584621233 44 2 10K 2
k3 0.60366618552 44 2 10K 2
k5 0.662382011401 44 2 10K 2
potomciNP0 0.517679771777 44 2 10K 2
telF1 0.461950084352 44 2 10K 2
vhlevljeni1 0.626069574093 44 2 10K 2
cak5 0.887289323114 45 2 10K 2
k3 0.569663977841 45 2 10K 2
k5 0.645362240189 45 2 10K 2
potomciNP0 0.479174842954 45 2 10K 2
telF1 0.430145466896 45 2 10K 2
vhlevljeni1 0.424495375114 45 2 10K 2
cak5 0.876003750737 46 2 10K 2
k3 0.597267953436 46 2 10K 2
k5 0.66490555107 46 2 10K 2
potomciNP0 0.409863983627 46 2 10K 2
telF1 0.44168887139 46 2 10K 2
vhlevljeni1 0.664223219171 46 2 10K 2
cak5 0.933834672658 47 2 10K 2
k3 0.586503501813 47 2 10K 2
k5 0.611809514512 47 2 10K 2
potomciNP0 0.423611149932 47 2 10K 2
telF1 0.469747471308 47 2 10K 2
vhlevljeni1 0.465319856101 47 2 10K 2
cak5 0.974449365167 48 2 10K 2
k3 0.592895579446 48 2 10K 2
k5 0.652414812972 48 2 10K 2
potomciNP0 0.276207931896 48 2 10K 2
telF1 0.417664652748 48 2 10K 2
vhlevljeni1 0.366260090834 48 2 10K 2
cak5 0.939360422709 49 2 10K 2
k3 0.607850565027 49 2 10K 2
k5 0.625603038046 49 2 10K 2
potomciNP0 0.33170404166 49 2 10K 2
telF1 0.424891494522 49 2 10K 2
vhlevljeni1 0.193010015205 49 2 10K 2
cak5 0.796704622287 50 2 10K 2
k3 0.575109201878 50 2 10K 2
k5 0.644218949831 50 2 10K 2
potomciNP0 0.453565702864 50 2 10K 2
telF1 0.375483788051 50 2 10K 2
vhlevljeni1 0.0760734262918 50 2 10K 2
cak5 0.994182412604 51 2 10K 2
k3 0.57968750639 51 2 10K 2
k5 0.655622549954 51 2 10K 2
potomciNP0 0.519729184194 51 2 10K 2
telF1 0.399206003381 51 2 10K 2
vhlevljeni1 0.5804456696 51 2 10K 2
cak5 0.932139924103 52 2 10K 2
k3 0.60459970035 52 2 10K 2
k5 0.622159701876 52 2 10K 2
potomciNP0 0.299676320477 52 2 10K 2
telF1 0.41006762503 52 2 10K 2
vhlevljeni1 0.627182635405 52 2 10K 2
cak5 0.988806211234 53 2 10K 2
k3 0.609841352805 53 2 10K 2
k5 0.642021513053 53 2 10K 2
potomciNP0 0.426738632366 53 2 10K 2
telF1 0.39951945542 53 2 10K 2
vhlevljeni1 0.274940848602 53 2 10K 2
cak5 0.909977828776 54 2 10K 2
k3 0.591827989988 54 2 10K 2
k5 0.64700056709 54 2 10K 2
potomciNP0 0.364134644764 54 2 10K 2
telF1 0.40497897313 54 2 10K 2
vhlevljeni1 0.531705804327 54 2 10K 2
cak5 0.898379279164 55 2 10K 2
k3 0.591574476287 55 2 10K 2
k5 0.663389421193 55 2 10K 2
potomciNP0 0.390968689991 55 2 10K 2
telF1 0.406191765622 55 2 10K 2
vhlevljeni1 0.393401758441 55 2 10K 2
cak5 0.894500402516 56 2 10K 2
k3 0.579103852595 56 2 10K 2
k5 0.659759316967 56 2 10K 2
potomciNP0 0.269207407538 56 2 10K 2
telF1 0.41157344762 56 2 10K 2
vhlevljeni1 0.408697077109 56 2 10K 2
cak5 0.937026920442 57 2 10K 2
k3 0.564917869359 57 2 10K 2
k5 0.654204898033 57 2 10K 2
potomciNP0 0.278389908267 57 2 10K 2
telF1 0.366929324449 57 2 10K 2
vhlevljeni1 0.380990515213 57 2 10K 2
cak5 0.910184245799 58 2 10K 2
k3 0.584108756594 58 2 10K 2
k5 0.642182326956 58 2 10K 2
potomciNP0 0.401534605449 58 2 10K 2
telF1 0.41698020563 58 2 10K 2
vhlevljeni1 0.517772933241 58 2 10K 2
cak5 0.971478603396 59 2 10K 2
k3 0.579356818711 59 2 10K 2
k5 0.616434643927 59 2 10K 2
potomciNP0 0.436472931457 59 2 10K 2
telF1 0.408414224743 59 2 10K 2
vhlevljeni1 0.60368478619 59 2 10K 2
cak5 0.94699365185 41 2 10K 5
k3 0.65169826184 41 2 10K 5
k5 0.690365917771 41 2 10K 5
potomciNP0 0.230233671726 41 2 10K 5
telF1 0.467738944306 41 2 10K 5
vhlevljeni1 0.592702818575 41 2 10K 5
cak5 0.651784919672 42 2 10K 5
k3 0.661491146129 42 2 10K 5
k5 0.718020767108 42 2 10K 5
potomciNP0 0.406679064573 42 2 10K 5
telF1 0.477648314154 42 2 10K 5
vhlevljeni1 0.240915059357 42 2 10K 5
cak5 0.971067530944 43 2 10K 5
k3 0.662936894971 43 2 10K 5
k5 0.687522811907 43 2 10K 5
potomciNP0 0.546172148234 43 2 10K 5
telF1 0.46027080382 43 2 10K 5
vhlevljeni1 0.446494581195 43 2 10K 5
cak5 0.946628848742 44 2 10K 5
k3 0.660637963246 44 2 10K 5
k5 0.705439084685 44 2 10K 5
potomciNP0 0.501942145055 44 2 10K 5
telF1 0.475154681565 44 2 10K 5
vhlevljeni1 0.747441732998 44 2 10K 5
cak5 0.869573668038 45 2 10K 5
k3 0.654411097915 45 2 10K 5
k5 0.692459992332 45 2 10K 5
potomciNP0 0.376164509229 45 2 10K 5
telF1 0.427765180075 45 2 10K 5
vhlevljeni1 0.435274747376 45 2 10K 5
cak5 0.964425990749 46 2 10K 5
k3 0.662434690854 46 2 10K 5
k5 0.685036251401 46 2 10K 5
potomciNP0 0.473313415645 46 2 10K 5
telF1 0.491195306581 46 2 10K 5
vhlevljeni1 0.22226605465 46 2 10K 5
cak5 0.969468381798 47 2 10K 5
k3 0.660072355305 47 2 10K 5
k5 0.689929538475 47 2 10K 5
potomciNP0 0.335213348374 47 2 10K 5
telF1 0.488269243584 47 2 10K 5
vhlevljeni1 0.367885436492 47 2 10K 5
cak5 0.922579995088 48 2 10K 5
k3 0.668810075552 48 2 10K 5
k5 0.69799801079 48 2 10K 5
potomciNP0 0.387105132071 48 2 10K 5
telF1 0.461458061871 48 2 10K 5
vhlevljeni1 0.324452131539 48 2 10K 5
cak5 0.986422164783 49 2 10K 5
k3 0.68900480016 49 2 10K 5
k5 0.695318525886 49 2 10K 5
potomciNP0 0.327964905997 49 2 10K 5
telF1 0.436228301616 49 2 10K 5
vhlevljeni1 0.435179086693 49 2 10K 5
cak5 0.9519826719 50 2 10K 5
k3 0.646704765481 50 2 10K 5
k5 0.693971256257 50 2 10K 5
potomciNP0 0.330314550257 50 2 10K 5
telF1 0.440077092795 50 2 10K 5
vhlevljeni1 0.129584724426 50 2 10K 5
cak5 0.969794638444 51 2 10K 5
k3 0.653081171744 51 2 10K 5
k5 0.720871700457 51 2 10K 5
potomciNP0 0.399500079122 51 2 10K 5
telF1 0.47131144186 51 2 10K 5
vhlevljeni1 0.219392908251 51 2 10K 5
cak5 0.94559586653 52 2 10K 5
k3 0.657425838204 52 2 10K 5
k5 0.665318879914 52 2 10K 5
potomciNP0 0.489324314282 52 2 10K 5
telF1 0.42894505716 52 2 10K 5
vhlevljeni1 0.309729691396 52 2 10K 5
cak5 0.973071777246 53 2 10K 5
k3 0.678085810569 53 2 10K 5
k5 0.694932543414 53 2 10K 5
potomciNP0 0.408213399388 53 2 10K 5
telF1 0.419049845409 53 2 10K 5
vhlevljeni1 0.464403600682 53 2 10K 5
cak5 0.961711355583 54 2 10K 5
k3 0.659250270914 54 2 10K 5
k5 0.68835029935 54 2 10K 5
potomciNP0 0.372826620483 54 2 10K 5
telF1 0.396663972124 54 2 10K 5
vhlevljeni1 0.640278562319 54 2 10K 5
cak5 0.977469645798 55 2 10K 5
k3 0.656287261786 55 2 10K 5
k5 0.720325950078 55 2 10K 5
potomciNP0 0.540947268523 55 2 10K 5
telF1 0.48115592419 55 2 10K 5
vhlevljeni1 0.629280704181 55 2 10K 5
cak5 0.982468117471 56 2 10K 5
k3 0.642660276243 56 2 10K 5
k5 0.694110406031 56 2 10K 5
potomciNP0 0.365747378257 56 2 10K 5
telF1 0.526516031247 56 2 10K 5
vhlevljeni1 0.555910605548 56 2 10K 5
cak5 0.98722867381 57 2 10K 5
k3 0.666603144629 57 2 10K 5
k5 0.697159387875 57 2 10K 5
potomciNP0 0.426581068672 57 2 10K 5
telF1 0.472487132899 57 2 10K 5
vhlevljeni1 0.531757101153 57 2 10K 5
cak5 0.888568398869 58 2 10K 5
k3 0.677932051049 58 2 10K 5
k5 0.679969706092 58 2 10K 5
potomciNP0 0.439040395134 58 2 10K 5
telF1 0.498723983292 58 2 10K 5
vhlevljeni1 0.408151173293 58 2 10K 5
cak5 0.969064361063 59 2 10K 5
k3 0.653370983932 59 2 10K 5
k5 0.685266166585 59 2 10K 5
potomciNP0 0.451339428376 59 2 10K 5
telF1 0.511519952856 59 2 10K 5
vhlevljeni1 0.451852656179 59 2 10K 5
cak5 0.978507510595 60 2 10K 5
k3 0.65265952394 60 2 10K 5
k5 0.707097088791 60 2 10K 5
potomciNP0 0.43956098305 60 2 10K 5
telF1 0.520755362796 60 2 10K 5
vhlevljeni1 0.529067960414 60 2 10K 5
cak5 0.951006473094 41 2 10K 9
k3 0.676424457058 41 2 10K 9
k5 0.681207158753 41 2 10K 9
potomciNP0 0.362729703221 41 2 10K 9
telF1 0.468438398191 41 2 10K 9
vhlevljeni1 0.469371138271 41 2 10K 9
cak5 0.78438060867 42 2 10K 9
k3 0.687193536281 42 2 10K 9
k5 0.708756738888 42 2 10K 9
potomciNP0 0.451928485583 42 2 10K 9
telF1 0.445103752822 42 2 10K 9
vhlevljeni1 0.120262122535 42 2 10K 9
cak5 0.9706153731 43 2 10K 9
k3 0.684063683598 43 2 10K 9
k5 0.692239099389 43 2 10K 9
potomciNP0 0.349220607983 43 2 10K 9
telF1 0.451231048227 43 2 10K 9
vhlevljeni1 0.427971317921 43 2 10K 9
cak5 0.98456378919 44 2 10K 9
k3 0.689697879558 44 2 10K 9
k5 0.688382192651 44 2 10K 9
potomciNP0 0.408101238225 44 2 10K 9
telF1 0.443051054507 44 2 10K 9
vhlevljeni1 0.367651970863 44 2 10K 9
cak5 0.902581884491 45 2 10K 9
k3 0.671667501327 45 2 10K 9
k5 0.698227594802 45 2 10K 9
potomciNP0 0.389788970746 45 2 10K 9
telF1 0.423932921743 45 2 10K 9
vhlevljeni1 0.0687186372629 45 2 10K 9
cak5 0.961922038467 46 2 10K 9
k3 0.674606057042 46 2 10K 9
k5 0.705267733622 46 2 10K 9
potomciNP0 0.494939730803 46 2 10K 9
telF1 0.469264500774 46 2 10K 9
vhlevljeni1 0.48604998556 46 2 10K 9
cak5 0.911959012611 47 2 10K 9
k3 0.669047410899 47 2 10K 9
k5 0.70740082652 47 2 10K 9
potomciNP0 0.420739002233 47 2 10K 9
telF1 0.457359103106 47 2 10K 9
vhlevljeni1 0.568443444203 47 2 10K 9
cak5 0.97870244345 48 2 10K 9
k3 0.670117249921 48 2 10K 9
k5 0.685660106211 48 2 10K 9
potomciNP0 0.360100412853 48 2 10K 9
telF1 0.482127436685 48 2 10K 9
vhlevljeni1 0.535504969683 48 2 10K 9
cak5 0.896786082742 49 2 10K 9
k3 0.684501605821 49 2 10K 9
k5 0.68187622807 49 2 10K 9
potomciNP0 0.306702360246 49 2 10K 9
telF1 0.421729752474 49 2 10K 9
vhlevljeni1 0.437432123801 49 2 10K 9
cak5 0.851130851745 50 2 10K 9
k3 0.677476906404 50 2 10K 9
k5 0.695626267718 50 2 10K 9
potomciNP0 0.437648138146 50 2 10K 9
telF1 0.458732290815 50 2 10K 9
vhlevljeni1 -0.0292062360264 50 2 10K 9
cak5 0.850049861109 51 2 10K 9
k3 0.656379443191 51 2 10K 9
k5 0.709113933275 51 2 10K 9
potomciNP0 0.288315709426 51 2 10K 9
telF1 0.439540968983 51 2 10K 9
vhlevljeni1 0.367719673527 51 2 10K 9
cak5 0.984745144872 52 2 10K 9
k3 0.689525621499 52 2 10K 9
k5 0.713402977503 52 2 10K 9
potomciNP0 0.559227500087 52 2 10K 9
telF1 0.360729018582 52 2 10K 9
vhlevljeni1 0.127497841573 52 2 10K 9
cak5 0.963977892583 53 2 10K 9
k3 0.699865596026 53 2 10K 9
k5 0.682753499042 53 2 10K 9
potomciNP0 0.457560522344 53 2 10K 9
telF1 0.458973140319 53 2 10K 9
vhlevljeni1 0.688672255069 53 2 10K 9
cak5 0.974459697475 54 2 10K 9
k3 0.678198731826 54 2 10K 9
k5 0.706861338647 54 2 10K 9
potomciNP0 0.28723056283 54 2 10K 9
telF1 0.451564573193 54 2 10K 9
vhlevljeni1 0.499465738735 54 2 10K 9
cak5 0.969365101361 55 2 10K 9
k3 0.675552425112 55 2 10K 9
k5 0.71208115131 55 2 10K 9
potomciNP0 0.62905112356 55 2 10K 9
telF1 0.467016575436 55 2 10K 9
vhlevljeni1 0.197983304845 55 2 10K 9
cak5 0.953788861307 56 2 10K 9
k3 0.663073676149 56 2 10K 9
k5 0.689330958294 56 2 10K 9
potomciNP0 0.407574218699 56 2 10K 9
telF1 0.466821835991 56 2 10K 9
vhlevljeni1 0.598908499047 56 2 10K 9
cak5 0.943529707282 57 2 10K 9
k3 0.671685120134 57 2 10K 9
k5 0.694108152081 57 2 10K 9
potomciNP0 0.471436547541 57 2 10K 9
telF1 0.382355929842 57 2 10K 9
vhlevljeni1 0.367775867714 57 2 10K 9
cak5 0.802602335947 58 2 10K 9
k3 0.662133106166 58 2 10K 9
k5 0.690832753591 58 2 10K 9
potomciNP0 0.374412022591 58 2 10K 9
telF1 0.42374044455 58 2 10K 9
vhlevljeni1 0.257193844201 58 2 10K 9
cak5 0.878882381114 59 2 10K 9
k3 0.654739804668 59 2 10K 9
k5 0.696126987359 59 2 10K 9
potomciNP0 0.249158165022 59 2 10K 9
telF1 0.409766748653 59 2 10K 9
vhlevljeni1 0.188350598019 59 2 10K 9
cak5 0.967804732968 60 2 10K 9
k3 0.671939590725 60 2 10K 9
k5 0.690481381372 60 2 10K 9
potomciNP0 0.437916185514 60 2 10K 9
telF1 0.443230599329 60 2 10K 9
vhlevljeni1 0.323712553432 60 2 10K 9
cak5 0.900624300591 41 2 10K 11
k3 0.678829352057 41 2 10K 11
k5 0.689048199239 41 2 10K 11
potomciNP0 0.362830812801 41 2 10K 11
telF1 0.470746149147 41 2 10K 11
vhlevljeni1 0.278717850138 41 2 10K 11
cak5 0.717454270534 42 2 10K 11
k3 0.697284401311 42 2 10K 11
k5 0.709827284835 42 2 10K 11
potomciNP0 0.407305697972 42 2 10K 11
telF1 0.435295117673 42 2 10K 11
vhlevljeni1 0.639334950788 42 2 10K 11
cak5 0.970488137877 43 2 10K 11
k3 0.697096694352 43 2 10K 11
k5 0.695416918223 43 2 10K 11
potomciNP0 0.454333611101 43 2 10K 11
telF1 0.465532421112 43 2 10K 11
vhlevljeni1 0.380588725486 43 2 10K 11
cak5 0.977753118941 44 2 10K 11
k3 0.689867524995 44 2 10K 11
k5 0.713929040512 44 2 10K 11
potomciNP0 0.3729795814 44 2 10K 11
telF1 0.470123812264 44 2 10K 11
vhlevljeni1 0.331682594938 44 2 10K 11
cak5 0.835777579501 45 2 10K 11
k3 0.679364470368 45 2 10K 11
k5 0.711652310972 45 2 10K 11
potomciNP0 0.439064445615 45 2 10K 11
telF1 0.483133967262 45 2 10K 11
vhlevljeni1 0.6416546108 45 2 10K 11
cak5 0.985414528224 46 2 10K 11
k3 0.673544900242 46 2 10K 11
k5 0.690763784372 46 2 10K 11
potomciNP0 0.437288538855 46 2 10K 11
telF1 0.430330448214 46 2 10K 11
vhlevljeni1 0.629752230567 46 2 10K 11
cak5 0.973360611493 47 2 10K 11
k3 0.683397629395 47 2 10K 11
k5 0.692154336637 47 2 10K 11
potomciNP0 0.446057251773 47 2 10K 11
telF1 0.474585965112 47 2 10K 11
vhlevljeni1 0.283274345415 47 2 10K 11
cak5 0.94756981924 48 2 10K 11
k3 0.668258187433 48 2 10K 11
k5 0.688027043517 48 2 10K 11
potomciNP0 0.342956549012 48 2 10K 11
telF1 0.515871886478 48 2 10K 11
vhlevljeni1 0.363424454279 48 2 10K 11
cak5 0.979225906615 49 2 10K 11
k3 0.69786708632 49 2 10K 11
k5 0.694558938548 49 2 10K 11
potomciNP0 0.459129994683 49 2 10K 11
telF1 0.435329930538 49 2 10K 11
vhlevljeni1 -0.201020181613 49 2 10K 11
cak5 0.976039945622 50 2 10K 11
k3 0.71586558006 50 2 10K 11
k5 0.684116323224 50 2 10K 11
potomciNP0 0.427423613269 50 2 10K 11
telF1 0.44747155079 50 2 10K 11
vhlevljeni1 0.445339352206 50 2 10K 11
cak5 0.94549143553 51 2 10K 11
k3 0.688779835535 51 2 10K 11
k5 0.695036933196 51 2 10K 11
potomciNP0 0.398287236711 51 2 10K 11
telF1 0.404390947967 51 2 10K 11
vhlevljeni1 0.576335049658 51 2 10K 11
cak5 0.757743802964 52 2 10K 11
k3 0.678204202337 52 2 10K 11
k5 0.709739972653 52 2 10K 11
potomciNP0 0.483312287333 52 2 10K 11
telF1 0.435592527016 52 2 10K 11
vhlevljeni1 0.525106258899 52 2 10K 11
cak5 0.975074247702 53 2 10K 11
k3 0.712972555637 53 2 10K 11
k5 0.698851327902 53 2 10K 11
potomciNP0 0.490799016746 53 2 10K 11
telF1 0.474541619259 53 2 10K 11
vhlevljeni1 0.430021171964 53 2 10K 11
cak5 0.990507731771 54 2 10K 11
k3 0.670472387503 54 2 10K 11
k5 0.688216357128 54 2 10K 11
potomciNP0 0.444274546844 54 2 10K 11
telF1 0.480114063987 54 2 10K 11
vhlevljeni1 0.431960450549 54 2 10K 11
cak5 0.931776674926 55 2 10K 11
k3 0.682967646179 55 2 10K 11
k5 0.733363220293 55 2 10K 11
potomciNP0 0.348256576849 55 2 10K 11
telF1 0.458416962604 55 2 10K 11
vhlevljeni1 0.586480660618 55 2 10K 11
cak5 0.966857170745 56 2 10K 11
k3 0.696593455363 56 2 10K 11
k5 0.6793884593 56 2 10K 11
potomciNP0 0.512261870581 56 2 10K 11
telF1 0.44405247176 56 2 10K 11
vhlevljeni1 0.239862077282 56 2 10K 11
cak5 0.937572974964 57 2 10K 11
k3 0.675322199319 57 2 10K 11
k5 0.697507438661 57 2 10K 11
potomciNP0 0.448037941192 57 2 10K 11
telF1 0.454686549792 57 2 10K 11
vhlevljeni1 0.345192103292 57 2 10K 11
cak5 0.974972639242 58 2 10K 11
k3 0.699637200408 58 2 10K 11
k5 0.710308737146 58 2 10K 11
potomciNP0 0.411927536109 58 2 10K 11
telF1 0.410496354104 58 2 10K 11
vhlevljeni1 0.528254955149 58 2 10K 11
cak5 0.95184644015 59 2 10K 11
k3 0.678617372536 59 2 10K 11
k5 0.694430764843 59 2 10K 11
potomciNP0 0.31853765182 59 2 10K 11
telF1 0.440581085216 59 2 10K 11
vhlevljeni1 0.511955453869 59 2 10K 11
cak5 0.802620886962 60 2 10K 11
k3 0.655614675631 60 2 10K 11
k5 0.707003713469 60 2 10K 11
potomciNP0 0.471579399871 60 2 10K 11
telF1 0.506846213026 60 2 10K 11
vhlevljeni1 0.0385454555035 60 2 10K 11
