Generation N Sum GN.F GN.M PN1.F Program Trait value Population h2 rep
6 6000 11.4966267321804 4.78285245193061 6.7137742802498 0 PN1 T1 Ebv GN1 0.25 2
7 6000 13.7825377479797 6.02397193389052 7.75856581408916 0 PN1 T1 Ebv GN1 0.25 2
8 6000 15.9287596520395 7.13817473259093 8.79058491944858 0 PN1 T1 Ebv GN1 0.25 2
9 6000 18.0211162214641 8.01051830447001 10.0105979169941 0 PN1 T1 Ebv GN1 0.25 2
10 6000 19.7613808582286 8.90661562528683 10.8547652329418 0 PN1 T1 Ebv GN1 0.25 2
11 6000 21.3193704488869 9.653413223139 11.6659572257479 0 PN1 T1 Ebv GN1 0.25 2
12 6000 23.1319644543504 10.2338525961536 12.8981118581968 0 PN1 T1 Ebv GN1 0.25 2
13 6000 24.7188687366829 10.9250715935935 13.7937971430893 0 PN1 T1 Ebv GN1 0.25 2
14 6000 26.3651678392728 11.774189576793 14.5909782624798 0 PN1 T1 Ebv GN1 0.25 2
15 6000 27.9056775497246 12.3935264953008 15.5121510544239 0 PN1 T1 Ebv GN1 0.25 2
16 6000 29.4045467375846 13.0746888213549 16.3298579162297 0 PN1 T1 Ebv GN1 0.25 2
17 6000 30.9383232826819 13.8760129611042 17.0623103215776 0 PN1 T1 Ebv GN1 0.25 2
18 6000 32.2301843986646 14.4039979154653 17.8261864831993 0 PN1 T1 Ebv GN1 0.25 2
19 6000 33.3832347444643 14.8125364582323 18.570698286232 0 PN1 T1 Ebv GN1 0.25 2
20 6000 34.2960185452805 15.0630747737062 19.2329437715744 0 PN1 T1 Ebv GN1 0.25 2
0 525 0.365038488202024 0.337883050842067 0.0271554373599571 0 PN1 T1 Tbv GN1 0.25 2
1 6000 0.448838024770585 0.171824689660155 0.27701333511043 0 PN1 T1 Tbv GN1 0.25 2
2 6000 1.58718736466962 0.455547134005441 1.13164023066418 0 PN1 T1 Tbv GN1 0.25 2
3 6000 2.25752165274469 0.681275517956973 1.57624613478771 0 PN1 T1 Tbv GN1 0.25 2
4 6000 2.86261500744755 0.897102886078964 1.96551212136859 0 PN1 T1 Tbv GN1 0.25 2
5 6000 3.59040848055627 1.16215415944435 2.42825432111192 0 PN1 T1 Tbv GN1 0.25 2
6 6000 4.19043055103771 1.38947485698059 2.80095569405711 0 PN1 T1 Tbv GN1 0.25 2
7 6000 4.71885423536497 1.70780747277964 3.01104676258533 0 PN1 T1 Tbv GN1 0.25 2
8 6000 5.37943198503993 2.09147211840243 3.28795986663751 0 PN1 T1 Tbv GN1 0.25 2
9 6000 5.99735622311818 2.37377048146607 3.62358574165211 0 PN1 T1 Tbv GN1 0.25 2
10 6000 6.4606887188652 2.48627543250466 3.97441328636054 0 PN1 T1 Tbv GN1 0.25 2
11 6000 6.84846129339996 2.65739503597023 4.19106625742973 0 PN1 T1 Tbv GN1 0.25 2
12 6000 7.24903865510602 2.73592957730894 4.51310907779708 0 PN1 T1 Tbv GN1 0.25 2
13 6000 7.63133268533041 2.87265069721837 4.75868198811204 0 PN1 T1 Tbv GN1 0.25 2
14 6000 8.07158788525348 3.17052197846164 4.90106590679184 0 PN1 T1 Tbv GN1 0.25 2
15 6000 8.30300597313675 3.30326947602606 4.9997364971107 0 PN1 T1 Tbv GN1 0.25 2
16 6000 8.6436553210861 3.52749613487495 5.11615918621115 0 PN1 T1 Tbv GN1 0.25 2
17 6000 9.15408803252246 3.67279253226503 5.48129550025743 0 PN1 T1 Tbv GN1 0.25 2
18 6000 9.41279223255307 3.75445810209229 5.65833413046079 0 PN1 T1 Tbv GN1 0.25 2
19 6000 9.74390339913854 3.83487463364145 5.90902876549709 0 PN1 T1 Tbv GN1 0.25 2
20 6000 9.99746948966268 3.92035405875664 6.07711543090604 0 PN1 T1 Tbv GN1 0.25 2
0 5000 -0.000351481225348783 0 0 -0.000351481225348783 PN1 T1 Ebv PN1 0.25 2
0 5000 -0.0383290412612122 0 0 -0.0383290412612122 PN1 T1 Tbv PN1 0.25 2
0 525 0.00300266493859396 -0.0913828477124634 0.0943855126510573 0 PN1 T2 Ebv GN1 0.25 2
1 6000 0.943192509301979 -0.0462368027034683 0.989429312005448 0 PN1 T2 Ebv GN1 0.25 2
2 6000 2.59365062274828 0.536755593029285 2.056895029719 0 PN1 T2 Ebv GN1 0.25 2
3 6000 4.69294398198174 1.65067022868849 3.04227375329325 0 PN1 T2 Ebv GN1 0.25 2
4 6000 6.97250836791367 2.52044514399173 4.45206322392193 0 PN1 T2 Ebv GN1 0.25 2
5 6000 9.40337869896347 3.63133584403087 5.7720428549326 0 PN1 T2 Ebv GN1 0.25 2
6 6000 11.6408005247469 4.35543826897854 7.28536225576836 0 PN1 T2 Ebv GN1 0.25 2
7 6000 13.8092304315653 4.89550988673369 8.91372054483159 0 PN1 T2 Ebv GN1 0.25 2
8 6000 15.7699243184703 5.60202118699332 10.1679031314769 0 PN1 T2 Ebv GN1 0.25 2
9 6000 17.9373406955242 6.51751620869117 11.4198244868331 0 PN1 T2 Ebv GN1 0.25 2
10 6000 20.2190170542458 7.57231379060333 12.6467032636425 0 PN1 T2 Ebv GN1 0.25 2
11 6000 22.6229662681003 8.78947114954019 13.8334951185601 0 PN1 T2 Ebv GN1 0.25 2
12 6000 24.8949514229732 10.0583317977863 14.8366196251869 0 PN1 T2 Ebv GN1 0.25 2
13 6000 26.8959150284568 11.0002399933258 15.8956750351311 0 PN1 T2 Ebv GN1 0.25 2
14 6000 28.6368950378346 11.5605871607939 17.0763078770407 0 PN1 T2 Ebv GN1 0.25 2
15 6000 30.4377862269276 12.2736448441833 18.1641413827443 0 PN1 T2 Ebv GN1 0.25 2
16 6000 32.4216337169937 13.0806459900228 19.3409877269709 0 PN1 T2 Ebv GN1 0.25 2
17 6000 34.060686368099 13.8011414755942 20.2595448925048 0 PN1 T2 Ebv GN1 0.25 2
18 6000 35.5063885905098 14.4736273720285 21.0327612184814 0 PN1 T2 Ebv GN1 0.25 2
19 6000 36.7700025403465 15.0351217600389 21.7348807803076 0 PN1 T2 Ebv GN1 0.25 2
20 6000 37.9593140736946 15.4226716544067 22.5366424192878 0 PN1 T2 Ebv GN1 0.25 2
0 525 0.356744483056121 0.328110152978542 0.0286343300775789 0 PN1 T2 Tbv GN1 0.25 2
1 6000 0.500518835543259 0.185489823485049 0.31502901205821 0 PN1 T2 Tbv GN1 0.25 2
2 6000 0.702198029726525 0.341686798808464 0.360511230918062 0 PN1 T2 Tbv GN1 0.25 2
3 6000 1.38775302241875 0.543722699668904 0.844030322749849 0 PN1 T2 Tbv GN1 0.25 2
4 6000 2.11475828115982 0.770224154739571 1.34453412642024 0 PN1 T2 Tbv GN1 0.25 2
5 6000 2.82148825799684 1.19627643355346 1.62521182444338 0 PN1 T2 Tbv GN1 0.25 2
6 6000 3.28356933998804 1.44522236466002 1.83834697532802 0 PN1 T2 Tbv GN1 0.25 2
7 6000 3.79500083653556 1.62290063845513 2.17210019808043 0 PN1 T2 Tbv GN1 0.25 2
8 6000 4.24462300625517 1.71816612542062 2.52645688083455 0 PN1 T2 Tbv GN1 0.25 2
9 6000 4.68127359871254 1.76030454118045 2.92096905753209 0 PN1 T2 Tbv GN1 0.25 2
10 6000 5.13192847762392 2.00361198698631 3.12831649063761 0 PN1 T2 Tbv GN1 0.25 2
11 6000 5.63932426453374 2.2741512165391 3.36517304799464 0 PN1 T2 Tbv GN1 0.25 2
12 6000 6.40447063780056 2.59194405057083 3.81252658722972 0 PN1 T2 Tbv GN1 0.25 2
13 6000 7.19292918804849 2.86919394980983 4.32373523823866 0 PN1 T2 Tbv GN1 0.25 2
14 6000 7.62135064648604 2.88711901042159 4.73423163606445 0 PN1 T2 Tbv GN1 0.25 2
15 6000 8.03247117939674 2.9513050075978 5.08116617179894 0 PN1 T2 Tbv GN1 0.25 2
16 6000 8.33571704039253 3.02624459171586 5.30947244867667 0 PN1 T2 Tbv GN1 0.25 2
17 6000 8.73086609957876 3.31849446331908 5.41237163625968 0 PN1 T2 Tbv GN1 0.25 2
18 6000 9.08624539306603 3.58534441124064 5.50090098182539 0 PN1 T2 Tbv GN1 0.25 2
19 6000 9.40798349178747 3.78583977487144 5.62214371691603 0 PN1 T2 Tbv GN1 0.25 2
20 6000 9.74710361421145 3.95611362262401 5.79098999158745 0 PN1 T2 Tbv GN1 0.25 2
0 5000 -0.000315279818552366 0 0 -0.000315279818552366 PN1 T2 Ebv PN1 0.25 2
0 5000 -0.0374581707208915 0 0 -0.0374581707208915 PN1 T2 Tbv PN1 0.25 2
0 525 0.00317505259000562 -0.0854835759440983 0.0886586285341039 0 PN1 I Ebv GN1 0.25 2
1 6000 0.885954250872242 -0.0513024150695678 0.93725666594181 0 PN1 I Ebv GN1 0.25 2
2 6000 2.9457410685998 0.755723583363282 2.19001748523652 0 PN1 I Ebv GN1 0.25 2
3 6000 5.03986184820027 1.73937742926354 3.30048441893672 0 PN1 I Ebv GN1 0.25 2
4 6000 7.25952952276423 2.64559906783255 4.61393045493168 0 PN1 I Ebv GN1 0.25 2
5 6000 9.36900676369906 3.75493712658957 5.61406963710949 0 PN1 I Ebv GN1 0.25 2
6 6000 11.5687136284637 4.56914536045458 6.99956826800908 0 PN1 I Ebv GN1 0.25 2
7 6000 13.7958840897725 5.4597409103121 8.33614317946038 0 PN1 I Ebv GN1 0.25 2
8 6000 15.8493419852549 6.37009795979213 9.47924402546276 0 PN1 I Ebv GN1 0.25 2
9 6000 17.9792284584942 7.26401725658059 10.7152112019136 0 PN1 I Ebv GN1 0.25 2
10 6000 19.9901989562372 8.23946470794508 11.7507342482922 0 PN1 I Ebv GN1 0.25 2
11 6000 21.9711683584936 9.2214421863396 12.749726172154 0 PN1 I Ebv GN1 0.25 2
12 6000 24.0134579386618 10.1460921969699 13.8673657416918 0 PN1 I Ebv GN1 0.25 2
13 6000 25.8073918825699 10.9626557934596 14.8447360891102 0 PN1 I Ebv GN1 0.25 2
14 6000 27.5010314385537 11.6673883687935 15.8336430697602 0 PN1 I Ebv GN1 0.25 2
15 6000 29.1717318883261 12.333585669742 16.8381462185841 0 PN1 I Ebv GN1 0.25 2
16 6000 30.9130902272892 13.0776674056888 17.8354228216003 0 PN1 I Ebv GN1 0.25 2
17 6000 32.4995048253905 13.8385772183492 18.6609276070412 0 PN1 I Ebv GN1 0.25 2
18 6000 33.8682864945872 14.4388126437469 19.4294738508403 0 PN1 I Ebv GN1 0.25 2
19 6000 35.0766186424054 14.9238291091356 20.1527895332698 0 PN1 I Ebv GN1 0.25 2
20 6000 36.1276663094875 15.2428732140564 20.8847930954311 0 PN1 I Ebv GN1 0.25 2
0 525 0.360891485629073 0.332996601910305 0.027894883718768 0 PN1 I Tbv GN1 0.25 2
1 6000 0.474678430156922 0.178657256572602 0.29602117358432 0 PN1 I Tbv GN1 0.25 2
2 6000 1.14469269719807 0.398616966406952 0.746075730791121 0 PN1 I Tbv GN1 0.25 2
3 6000 1.82263733758172 0.612499108812938 1.21013822876878 0 PN1 I Tbv GN1 0.25 2
4 6000 2.48868664430369 0.833663520409267 1.65502312389442 0 PN1 I Tbv GN1 0.25 2
5 6000 3.20594836927656 1.17921529649891 2.02673307277765 0 PN1 I Tbv GN1 0.25 2
6 6000 3.73699994551287 1.41734861082031 2.31965133469257 0 PN1 I Tbv GN1 0.25 2
7 6000 4.25692753595026 1.66535405561738 2.59157348033288 0 PN1 I Tbv GN1 0.25 2
8 6000 4.81202749564755 1.90481912191152 2.90720837373603 0 PN1 I Tbv GN1 0.25 2
9 6000 5.33931491091536 2.06703751132326 3.2722773995921 0 PN1 I Tbv GN1 0.25 2
10 6000 5.79630859824456 2.24494370974549 3.55136488849907 0 PN1 I Tbv GN1 0.25 2
11 6000 6.24389277896685 2.46577312625466 3.77811965271218 0 PN1 I Tbv GN1 0.25 2
12 6000 6.82675464645329 2.66393681393989 4.1628178325134 0 PN1 I Tbv GN1 0.25 2
13 6000 7.41213093668945 2.8709223235141 4.54120861317535 0 PN1 I Tbv GN1 0.25 2
14 6000 7.84646926586976 3.02882049444161 4.81764877142815 0 PN1 I Tbv GN1 0.25 2
15 6000 8.16773857626675 3.12728724181193 5.04045133445482 0 PN1 I Tbv GN1 0.25 2
16 6000 8.48968618073931 3.27687036329541 5.21281581744391 0 PN1 I Tbv GN1 0.25 2
17 6000 8.94247706605061 3.49564349779206 5.44683356825855 0 PN1 I Tbv GN1 0.25 2
18 6000 9.24951881280955 3.66990125666647 5.57961755614309 0 PN1 I Tbv GN1 0.25 2
19 6000 9.57594344546301 3.81035720425644 5.76558624120656 0 PN1 I Tbv GN1 0.25 2
20 6000 9.87228655193707 3.93823384069032 5.93405271124675 0 PN1 I Tbv GN1 0.25 2
0 5000 -0.000333380521950592 0 0 -0.000333380521950592 PN1 I Ebv PN1 0.25 2
0 5000 -0.0378936059910518 0 0 -0.0378936059910518 PN1 I Tbv PN1 0.25 2
0 525 0.000486957757322571 -0.0910009363688655 0.091487894126188 0 PN1 T1 Ebv GN1 0.25 3
1 6000 0.912974886159899 -0.047806273924342 0.960781160084241 0 PN1 T1 Ebv GN1 0.25 3
2 6000 3.22834464961744 1.09436460081265 2.13398004880479 0 PN1 T1 Ebv GN1 0.25 3
3 6000 5.59097985970878 2.35728896316614 3.23369089654264 0 PN1 T1 Ebv GN1 0.25 3
4 6000 8.16036338504695 3.27220405341904 4.88815933162791 0 PN1 T1 Ebv GN1 0.25 3
5 6000 10.5758004055048 4.44371571136876 6.13208469413603 0 PN1 T1 Ebv GN1 0.25 3
6 6000 13.4011305221586 5.54836652572412 7.85276399643451 0 PN1 T1 Ebv GN1 0.25 3
7 6000 16.0540373003014 6.5827723485062 9.47126495179518 0 PN1 T1 Ebv GN1 0.25 3
8 6000 18.4974940406003 7.60980472269313 10.8876893179071 0 PN1 T1 Ebv GN1 0.25 3
9 6000 20.7600114198887 8.89156066470498 11.8684507551838 0 PN1 T1 Ebv GN1 0.25 3
10 6000 23.365948520595 10.0106998122749 13.3552487083201 0 PN1 T1 Ebv GN1 0.25 3
11 6000 25.3413556249547 10.6536784285326 14.687677196422 0 PN1 T1 Ebv GN1 0.25 3
12 6000 27.2702146868591 11.5871915359323 15.6830231509267 0 PN1 T1 Ebv GN1 0.25 3
13 6000 29.3880337018044 12.407138401527 16.9808953002775 0 PN1 T1 Ebv GN1 0.25 3
14 6000 31.3751693936555 13.4843158567389 17.8908535369166 0 PN1 T1 Ebv GN1 0.25 3
15 6000 33.3167215301422 14.5616792384829 18.7550422916592 0 PN1 T1 Ebv GN1 0.25 3
16 6000 35.3084678416708 15.4339072334125 19.8745606082582 0 PN1 T1 Ebv GN1 0.25 3
17 6000 37.2406941425919 16.4124838731959 20.828210269396 0 PN1 T1 Ebv GN1 0.25 3
18 6000 39.0605698079608 17.2482582211167 21.8123115868441 0 PN1 T1 Ebv GN1 0.25 3
19 6000 40.6374520870044 17.9734475872263 22.6640044997782 0 PN1 T1 Ebv GN1 0.25 3
20 6000 41.8264784988075 18.4771721499226 23.3493063488849 0 PN1 T1 Ebv GN1 0.25 3
0 525 0.386235911322999 0.35777227718314 0.0284636341398593 0 PN1 T1 Tbv GN1 0.25 3
1 6000 0.48992633966051 0.193306963271314 0.296619376389195 0 PN1 T1 Tbv GN1 0.25 3
2 6000 1.12141677089762 0.589249865833521 0.532166905064098 0 PN1 T1 Tbv GN1 0.25 3
3 6000 1.41664560958459 0.739531002904073 0.677114606680518 0 PN1 T1 Tbv GN1 0.25 3
4 6000 1.83535683981154 0.957083925382821 0.878272914428723 0 PN1 T1 Tbv GN1 0.25 3
5 6000 2.15866596634171 1.27536380258565 0.883302163756062 0 PN1 T1 Tbv GN1 0.25 3
6 6000 3.28074017442808 1.53573963711234 1.74500053731574 0 PN1 T1 Tbv GN1 0.25 3
7 6000 4.08762191144063 1.86537633343881 2.22224557800182 0 PN1 T1 Tbv GN1 0.25 3
8 6000 4.72189149673608 2.22980403364206 2.49208746309402 0 PN1 T1 Tbv GN1 0.25 3
9 6000 5.31874503996205 2.56956368972881 2.74918135023324 0 PN1 T1 Tbv GN1 0.25 3
10 6000 5.8931619476 2.91802742356794 2.97513452403206 0 PN1 T1 Tbv GN1 0.25 3
11 6000 6.08890117458125 3.00485882930562 3.08404234527564 0 PN1 T1 Tbv GN1 0.25 3
12 6000 6.28146189750191 3.14291826636402 3.13854363113789 0 PN1 T1 Tbv GN1 0.25 3
13 6000 6.66196780930757 3.34069821219963 3.32126959710794 0 PN1 T1 Tbv GN1 0.25 3
14 6000 7.02754381065607 3.55642059411237 3.4711232165437 0 PN1 T1 Tbv GN1 0.25 3
15 6000 7.14399181834272 3.65029733592324 3.49369448241948 0 PN1 T1 Tbv GN1 0.25 3
16 6000 7.59530608892086 3.84086744632714 3.75443864259372 0 PN1 T1 Tbv GN1 0.25 3
17 6000 8.13051578848189 4.16304031820938 3.9674754702725 0 PN1 T1 Tbv GN1 0.25 3
18 6000 8.6571129358398 4.40720103260531 4.24991190323449 0 PN1 T1 Tbv GN1 0.25 3
19 6000 9.01354145560189 4.6655187118911 4.34802274371078 0 PN1 T1 Tbv GN1 0.25 3
20 6000 9.33051867660769 4.87543630949235 4.45508236711533 0 PN1 T1 Tbv GN1 0.25 3
0 5000 -5.11305645188111e-05 0 0 -5.11305645188111e-05 PN1 T1 Ebv PN1 0.25 3
0 5000 -0.0405547706889135 0 0 -0.0405547706889135 PN1 T1 Tbv PN1 0.25 3
0 525 0.00214766665085535 -0.0564116978186042 0.0585593644694595 0 PN1 T2 Ebv GN1 0.25 3
1 6000 0.585310265424031 -0.0264455610787929 0.611755826502824 0 PN1 T2 Ebv GN1 0.25 3
2 6000 2.96130800067923 0.690269778909435 2.2710382217698 0 PN1 T2 Ebv GN1 0.25 3
3 6000 4.89492628647474 1.50545564220242 3.38947064427232 0 PN1 T2 Ebv GN1 0.25 3
4 6000 7.20674233615929 1.93440229159787 5.27234004456141 0 PN1 T2 Ebv GN1 0.25 3
5 6000 9.11842544616715 2.67269698370339 6.44572846246376 0 PN1 T2 Ebv GN1 0.25 3
6 6000 10.919101153293 3.11396162877913 7.80513952451389 0 PN1 T2 Ebv GN1 0.25 3
7 6000 12.7071435285042 3.88607502415479 8.82106850434943 0 PN1 T2 Ebv GN1 0.25 3
8 6000 14.3553473122164 4.7358751845312 9.6194721276852 0 PN1 T2 Ebv GN1 0.25 3
9 6000 16.438608369334 5.4850850949271 10.9535232744069 0 PN1 T2 Ebv GN1 0.25 3
10 6000 18.1673041679483 6.32297923381805 11.8443249341302 0 PN1 T2 Ebv GN1 0.25 3
11 6000 20.1246060292608 7.13360178126357 12.9910042479972 0 PN1 T2 Ebv GN1 0.25 3
12 6000 21.9419029484999 8.22715129974304 13.7147516487569 0 PN1 T2 Ebv GN1 0.25 3
13 6000 23.8434655279982 9.20666117309781 14.6368043549004 0 PN1 T2 Ebv GN1 0.25 3
14 6000 25.7460785740661 10.1297004880499 15.6163780860162 0 PN1 T2 Ebv GN1 0.25 3
15 6000 27.5604857646883 10.8562697834129 16.7042159812753 0 PN1 T2 Ebv GN1 0.25 3
16 6000 29.0219121183549 11.5912759099769 17.4306362083779 0 PN1 T2 Ebv GN1 0.25 3
17 6000 30.601196003613 12.1699598475466 18.4312361560664 0 PN1 T2 Ebv GN1 0.25 3
18 6000 31.9910736546205 12.7641775808898 19.2268960737307 0 PN1 T2 Ebv GN1 0.25 3
19 6000 33.0846062856549 13.3204881852815 19.7641181003735 0 PN1 T2 Ebv GN1 0.25 3
20 6000 34.0471324661245 13.7999520489805 20.247180417144 0 PN1 T2 Ebv GN1 0.25 3
0 525 0.374986572188329 0.338887716371137 0.0360988558171923 0 PN1 T2 Tbv GN1 0.25 3
1 6000 0.561267703996607 0.187595058237889 0.373672645758719 0 PN1 T2 Tbv GN1 0.25 3
2 6000 1.49343611985758 0.416188829110526 1.07724729074706 0 PN1 T2 Tbv GN1 0.25 3
3 6000 2.26320113147146 0.737014370208752 1.52618676126271 0 PN1 T2 Tbv GN1 0.25 3
4 6000 3.02234782664235 0.860066493976184 2.16228133266616 0 PN1 T2 Tbv GN1 0.25 3
5 6000 3.75350948264955 1.2076526935125 2.54585678913706 0 PN1 T2 Tbv GN1 0.25 3
6 6000 4.24759825353196 1.43869938469041 2.80889886884155 0 PN1 T2 Tbv GN1 0.25 3
7 6000 4.71515840947841 1.71301033075075 3.00214807872767 0 PN1 T2 Tbv GN1 0.25 3
8 6000 5.1486702096016 2.03815686870504 3.11051334089656 0 PN1 T2 Tbv GN1 0.25 3
9 6000 5.83893868615246 2.28718209405774 3.55175659209472 0 PN1 T2 Tbv GN1 0.25 3
10 6000 6.31442605781659 2.55338018861033 3.76104586920626 0 PN1 T2 Tbv GN1 0.25 3
11 6000 7.00674036094697 2.84413943597692 4.16260092497004 0 PN1 T2 Tbv GN1 0.25 3
12 6000 7.61551253943932 3.21390215403426 4.40161038540506 0 PN1 T2 Tbv GN1 0.25 3
13 6000 8.12393869661324 3.52376759828931 4.60017109832393 0 PN1 T2 Tbv GN1 0.25 3
14 6000 8.40721570942564 3.69520281273114 4.71201289669451 0 PN1 T2 Tbv GN1 0.25 3
15 6000 8.94702658200746 3.88639921180728 5.06062737020019 0 PN1 T2 Tbv GN1 0.25 3
16 6000 9.28265773960242 4.07524851557572 5.2074092240267 0 PN1 T2 Tbv GN1 0.25 3
17 6000 9.64596927904472 4.13302862138857 5.51294065765615 0 PN1 T2 Tbv GN1 0.25 3
18 6000 9.95508323134314 4.24143198080379 5.71365125053935 0 PN1 T2 Tbv GN1 0.25 3
19 6000 10.2027195763124 4.3589155750248 5.84380400128765 0 PN1 T2 Tbv GN1 0.25 3
20 6000 10.4780762516451 4.42560182027606 6.05247443136903 0 PN1 T2 Tbv GN1 0.25 3
0 5000 -0.000225504998339812 0 0 -0.000225504998339812 PN1 T2 Ebv PN1 0.25 3
0 5000 -0.0393735900797739 0 0 -0.0393735900797739 PN1 T2 Tbv PN1 0.25 3
0 525 0.00131731220408896 -0.0737063170937348 0.0750236292978238 0 PN1 I Ebv GN1 0.25 3
1 6000 0.749142575791965 -0.0371259175015675 0.786268493293532 0 PN1 I Ebv GN1 0.25 3
2 6000 3.09482632514833 0.89231718986104 2.20250913528729 0 PN1 I Ebv GN1 0.25 3
3 6000 5.24295307309176 1.93137230268428 3.31158077040748 0 PN1 I Ebv GN1 0.25 3
4 6000 7.68355286060312 2.60330317250846 5.08024968809466 0 PN1 I Ebv GN1 0.25 3
5 6000 9.84711292583597 3.55820634753607 6.28890657829989 0 PN1 I Ebv GN1 0.25 3
6 6000 12.1601158377258 4.33116407725163 7.8289517604742 0 PN1 I Ebv GN1 0.25 3
7 6000 14.3805904144028 5.2344236863305 9.1461667280723 0 PN1 I Ebv GN1 0.25 3
8 6000 16.4264206764083 6.17283995361216 10.2535807227962 0 PN1 I Ebv GN1 0.25 3
9 6000 18.5993098946114 7.18832287981604 11.4109870147953 0 PN1 I Ebv GN1 0.25 3
10 6000 20.7666263442717 8.1668395230465 12.5997868212252 0 PN1 I Ebv GN1 0.25 3
11 6000 22.7329808271077 8.89364010489809 13.8393407222096 0 PN1 I Ebv GN1 0.25 3
12 6000 24.6060588176795 9.90717141783769 14.6988873998418 0 PN1 I Ebv GN1 0.25 3
13 6000 26.6157496149013 10.8068997873124 15.8088498275889 0 PN1 I Ebv GN1 0.25 3
14 6000 28.5606239838608 11.8070081723944 16.7536158114664 0 PN1 I Ebv GN1 0.25 3
15 6000 30.4386036474152 12.7089745109479 17.7296291364673 0 PN1 I Ebv GN1 0.25 3
16 6000 32.1651899800128 13.5125915716947 18.6525984083181 0 PN1 I Ebv GN1 0.25 3
17 6000 33.9209450731024 14.2912218603712 19.6297232127312 0 PN1 I Ebv GN1 0.25 3
18 6000 35.5258217312906 15.0062179010033 20.5196038302874 0 PN1 I Ebv GN1 0.25 3
19 6000 36.8610291863297 15.6469678862539 21.2140613000758 0 PN1 I Ebv GN1 0.25 3
20 6000 37.936805482466 16.1385620994516 21.7982433830144 0 PN1 I Ebv GN1 0.25 3
0 525 0.380611241755664 0.348329996777138 0.0322812449785258 0 PN1 I Tbv GN1 0.25 3
1 6000 0.525597021828558 0.190451010754601 0.335146011073957 0 PN1 I Tbv GN1 0.25 3
2 6000 1.3074264453776 0.502719347472024 0.804707097905578 0 PN1 I Tbv GN1 0.25 3
3 6000 1.83992337052803 0.738272686556413 1.10165068397161 0 PN1 I Tbv GN1 0.25 3
4 6000 2.42885233322695 0.908575209679503 1.52027712354744 0 PN1 I Tbv GN1 0.25 3
5 6000 2.95608772449563 1.24150824804907 1.71457947644656 0 PN1 I Tbv GN1 0.25 3
6 6000 3.76416921398002 1.48721951090137 2.27694970307865 0 PN1 I Tbv GN1 0.25 3
7 6000 4.40139016045952 1.78919333209478 2.61219682836474 0 PN1 I Tbv GN1 0.25 3
8 6000 4.93528085316884 2.13398045117355 2.80130040199529 0 PN1 I Tbv GN1 0.25 3
9 6000 5.57884186305725 2.42837289189328 3.15046897116398 0 PN1 I Tbv GN1 0.25 3
10 6000 6.1037940027083 2.73570380608913 3.36809019661916 0 PN1 I Tbv GN1 0.25 3
11 6000 6.54782076776411 2.92449913264127 3.62332163512284 0 PN1 I Tbv GN1 0.25 3
12 6000 6.94848721847062 3.17841021019914 3.77007700827147 0 PN1 I Tbv GN1 0.25 3
13 6000 7.3929532529604 3.43223290524447 3.96072034771593 0 PN1 I Tbv GN1 0.25 3
14 6000 7.71737976004086 3.62581170342175 4.0915680566191 0 PN1 I Tbv GN1 0.25 3
15 6000 8.04550920017509 3.76834827386526 4.27716092630983 0 PN1 I Tbv GN1 0.25 3
16 6000 8.43898191426164 3.95805798095143 4.48092393331021 0 PN1 I Tbv GN1 0.25 3
17 6000 8.8882425337633 4.14803446979898 4.74020806396433 0 PN1 I Tbv GN1 0.25 3
18 6000 9.30609808359147 4.32431650670455 4.98178157688692 0 PN1 I Tbv GN1 0.25 3
19 6000 9.60813051595717 4.51221714345795 5.09591337249922 0 PN1 I Tbv GN1 0.25 3
20 6000 9.90429746412639 4.65051906488421 5.25377839924218 0 PN1 I Tbv GN1 0.25 3
0 5000 -0.000138317781429321 0 0 -0.000138317781429321 PN1 I Ebv PN1 0.25 3
0 5000 -0.0399641803843437 0 0 -0.0399641803843437 PN1 I Tbv PN1 0.25 3
0 525 0.00499089615216577 -0.0635807653532423 0.068571661505408 0 PN1 T1 Ebv GN1 0.25 4
1 6000 0.686638427024137 -0.0205572032663268 0.707195630290464 0 PN1 T1 Ebv GN1 0.25 4
2 6000 2.7767108807033 0.721983384116769 2.05472749658653 0 PN1 T1 Ebv GN1 0.25 4
3 6000 4.71727370063136 1.6321719965165 3.08510170411486 0 PN1 T1 Ebv GN1 0.25 4
4 6000 7.00377572970017 2.49143118411231 4.51234454558786 0 PN1 T1 Ebv GN1 0.25 4
5 6000 9.38377428448456 3.37121529511941 6.01255898936515 0 PN1 T1 Ebv GN1 0.25 4
6 6000 11.924761548241 4.52559307583837 7.39916847240266 0 PN1 T1 Ebv GN1 0.25 4
7 6000 13.7690390965917 5.2453842444667 8.523654852125 0 PN1 T1 Ebv GN1 0.25 4
8 6000 15.7692704920417 5.97950438727634 9.78976610476538 0 PN1 T1 Ebv GN1 0.25 4
9 6000 17.6936088128649 6.77788607416414 10.9157227387007 0 PN1 T1 Ebv GN1 0.25 4
10 6000 19.5350989349162 7.59177109610835 11.9433278388079 0 PN1 T1 Ebv GN1 0.25 4
11 6000 21.5419308762528 8.60983204492318 12.9320988313296 0 PN1 T1 Ebv GN1 0.25 4
12 6000 23.5971024271148 9.71133305063446 13.8857693764803 0 PN1 T1 Ebv GN1 0.25 4
13 6000 25.6115386313729 10.5047548381826 15.1067837931903 0 PN1 T1 Ebv GN1 0.25 4
